consumer_id,median_spend_to_income_ratio,median_credit_utilization_ratio,median_essential_spend_ratio,median_online_spend_ratio,log1p_mean_monthly_transaction_count,n_observed_months,latest_observed_month,months_health_under_40,stress_month_share,months_stressed_high_engagement,months_healthy_low_engagement,mean_financial_health_score,mean_engagement_score,latest_financial_health_score,latest_engagement_score,latest_age,latest_gender,latest_occupation,latest_province_city
KH00114805,0.63575,0.16375,0.2612345791269616,0.25549043307398056,5.903543665735512,12,2025-12-01,0,0.0,0,0,67.18333333333334,83.08333333333333,55.9,82.3,22,Nữ,Nhà tâm lý học pháp y,Nghệ An
KH00114810,0.7438,0.2586,0.0447455649842678,0.6213004144769682,2.3978952727983707,1,2025-05-01,0,0.0,0,0,58.1,58.1,58.1,58.1,86,Nam,Trợ lý sản xuất truyền hình,Hà Nội
KH00114845,0.4826,0.17745,0.44460878502437245,0.1833292297477652,5.721131112990814,12,2025-12-01,0,0.0,0,0,66.99166666666666,79.50833333333334,54.8,83.7,35,Nam,Kỹ sư công trường,Lai Châu
KH00114850,0.50665,0.09535,0.5631254670360933,0.1285184253634264,4.132496328186477,12,2025-12-01,0,0.0,0,0,74.46666666666667,70.10833333333333,59.8,74.1,66,Nam,Kỹ sư sản xuất,Cần Thơ
KH00114885,0.71025,0.25105,0.5758998265728767,0.1599874048839351,4.135166556742356,12,2025-12-01,0,0.0,0,0,64.14999999999999,73.74166666666666,52.1,74.9,87,Nam,Người phụ trách bảo tàng,Hà Nội
KH00114890,0.6963,0.15635,0.5661348689595568,0.1553812334304442,5.217197690263049,12,2025-12-01,0,0.0,0,0,66.075,77.90833333333333,57.2,78.6,34,Nữ,Điều dưỡng tâm thần,Đà Nẵng
KH00114925,0.8128,0.2609,0.5714255791295326,0.26241483605389837,4.1364990019761345,12,2025-12-01,1,0.08333333333333333,1,0,63.800000000000004,76.78333333333333,51.5,83.5,39,Nam,Tiếp viên hàng không,Đà Nẵng
KH00114930,0.60895,0.14925,0.5518413110281764,0.1761655745195821,4.132496328186477,12,2025-12-01,0,0.0,0,0,68.925,73.72500000000001,55.7,77.6,59,Nữ,Chuyên viên quy hoạch giao thông,Ninh Bình
KH00114965,0.5244,0.12175,0.5692070119559566,0.1834333678877152,5.499896739946406,12,2025-12-01,0,0.0,0,0,69.55833333333334,79.2,56.5,74.8,66,Nữ,Kỹ sư khai thác mỏ,Nghệ An
KH00114970,0.7784,0.23675000000000002,0.380560475752622,0.19044867777114166,5.213122520484805,12,2025-12-01,0,0.0,0,0,63.199999999999996,79.66666666666667,51.9,79.4,33,Nam,Nhà hải dương học,Đồng Nai
KH00115005,0.7511,0.15985,0.5859574407104208,0.18770390577942755,5.217649463480582,12,2025-12-01,0,0.0,0,0,66.075,77.53333333333333,54.8,81.5,59,Nữ,Chuyên viên dựng phim,Cần Thơ
KH00115010,0.5058,0.09605,0.48466948525137654,0.16675621504150273,4.812861632743379,12,2025-12-01,0,0.0,0,0,72.875,75.65833333333333,54.2,79.1,79,Nữ,Chuyên viên ngân hàng đầu tư doanh nghiệp,Hải Phòng
KH00115045,0.63025,0.15394999999999998,0.4898690104737265,0.2682070485292619,4.139158578011894,12,2025-12-01,0,0.0,0,0,68.30833333333334,77.05,52.7,84.3,32,Nữ,Chuyên viên nghiên cứu công đoàn,Hưng Yên
KH00115050,0.38375000000000004,0.0848,0.44765763150652216,0.2607367616720099,5.8973827791634355,12,2025-12-01,0,0.0,0,0,76.03333333333333,82.88333333333334,70.2,82.8,42,Nữ,Tổng giám đốc điều hành,Phú Thọ
KH00115085,0.6973499999999999,0.1981,0.5275562522039102,0.16850167188659076,5.721676964532752,12,2025-12-01,0,0.0,0,0,63.65,79.71666666666667,55.9,77.5,29,Nữ,Chuyên viên tư vấn tâm lý,Đà Nẵng
KH00115090,0.42405000000000004,0.15985,0.4563348594174355,0.29455799512745623,4.1298189504157605,12,2025-12-01,0,0.0,0,0,69.18333333333334,79.86666666666666,52.5,83.1,25,Nam,Nhà khoa học chất lượng nước,Thành phố Hồ Chí Minh
KH00115125,0.5708,0.1319,0.5400319616783202,0.1811566043507584,5.20994142259661,12,2025-12-01,0,0.0,0,0,70.8,78.35000000000001,51.5,75.9,92,Nam,Nhà khoa học nghiên cứu toán học,Phú Thọ
KH00115130,0.7576,0.16535,0.3323191167889793,0.20578015763926075,4.141811099461024,12,2025-12-01,2,0.16666666666666666,1,0,54.96666666666667,76.2,38.5,75.8,19,Nam,Nhà địa hóa học,Ninh Bình
KH00115165,0.54735,0.12775,0.54121064337156,0.1987271895128113,4.1298189504157605,12,2025-12-01,0,0.0,0,0,70.89999999999999,74.05,67.8,78.3,66,Nữ,Giáo sư danh dự,Đồng Tháp
KH00115170,0.41974999999999996,0.0875,0.447118667719055,0.21883152195252126,5.498533413218542,12,2025-12-01,0,0.0,0,0,73.94166666666666,81.61666666666666,62.5,80.5,36,Nữ,Kỹ sư hóa học,Hà Nội
KH00115205,0.7818,0.20155,0.4916410243113281,0.17184678346189097,5.216745712854225,12,2025-12-01,0,0.0,0,0,62.725,79.11666666666666,49.7,77.9,32,Nữ,Chuyên viên dự toán xây dựng,Quảng Trị
KH00115210,0.59825,0.1911,0.4953276033687628,0.22614552979281033,5.498533413218542,12,2025-12-01,0,0.0,0,0,67.15833333333333,80.68333333333334,62.8,77.9,35,Nữ,Quản lý sản xuất,Thành phố Hồ Chí Minh
KH00115245,0.82255,0.27244999999999997,0.5510151924284509,0.22271284679386025,4.81150661898592,12,2025-12-01,0,0.0,0,0,60.425000000000004,79.95833333333333,52.2,83.5,29,Nam,Chuyên viên sinh lý vận động,Thái Nguyên
KH00115250,0.6889000000000001,0.236,0.5730409661108893,0.1815760828614463,4.1364990019761345,12,2025-12-01,0,0.0,0,0,62.041666666666664,73.31666666666666,44.6,74.2,74,Nữ,Chuyên viên khảo sát bất động sản,Hà Nội
KH00115285,0.5490999999999999,0.1177,0.5819920960905043,0.19993351501703072,5.499896739946406,12,2025-12-01,0,0.0,0,0,70.09166666666667,80.60833333333333,54.1,79.5,57,Nữ,Nhà tâm lý học tư vấn,Lào Cai
KH00115290,0.43069999999999997,0.15560000000000002,0.43947325980061575,0.27149915304220695,5.901950039900234,12,2025-12-01,0,0.0,0,0,71.0,83.2,50.5,83.3,41,Nữ,Luật sư sở hữu trí tuệ,Đồng Tháp
KH00115325,0.57315,0.14595,0.26041426721363764,0.26368453691132576,4.814890716970161,12,2025-12-01,0,0.0,0,0,68.75833333333334,81.875,56.4,80.0,21,Nữ,Nhà địa hóa học,Hà Nội
KH00115330,0.687,0.17099999999999999,0.5279463871445984,0.17130455578954235,5.500577706945823,12,2025-12-01,0,0.0,0,0,64.97500000000001,79.88333333333334,54.4,78.1,65,Nam,Chuyên viên nghiên cứu xã hội,Bắc Ninh
KH00115365,0.77515,0.2119,0.40294434504485777,0.1789484755345166,5.4995560824741965,12,2025-12-01,0,0.0,0,0,65.15833333333333,79.31666666666666,55.3,79.4,31,Nam,Nhân viên phát triển cộng đồng,Hà Nội
KH00115370,0.7608,0.2598,0.0557531973588075,0.7455906151629578,2.3978952727983707,1,2025-05-01,0,0.0,0,0,56.0,52.7,56.0,52.7,57,Nam,Họa sĩ,Điện Biên
KH00115405,0.76475,0.15955,0.40218815819092485,0.17341608340996162,5.500918016630917,12,2025-12-01,0,0.0,0,0,65.63333333333334,79.25833333333334,59.3,79.7,27,Nam,Chuyên viên tư vấn nông nghiệp,Đắk Lắk
KH00115410,0.72925,0.1713,0.5550778523527229,0.26209505520173026,4.131158535344817,12,2025-12-01,0,0.0,0,0,64.96666666666667,76.45833333333333,58.7,73.1,66,Nam,Chuyên viên thuế cấp cao,Phú Thọ
KH00115445,0.7901499999999999,0.16435,0.5213942280238086,0.17125954163412893,4.813538451720147,12,2025-12-01,1,0.08333333333333333,1,0,58.01666666666667,79.18333333333334,53.6,79.0,30,Nữ,Nhà trị liệu tâm lý trẻ em,Lâm Đồng
KH00115450,0.5592999999999999,0.13369999999999999,0.44648668749060605,0.2500641667958328,5.718944722395879,12,2025-12-01,0,0.0,0,0,69.44166666666666,82.15833333333333,58.3,82.2,43,Nữ,Chuyên viên khảo sát nông thôn,Lâm Đồng
KH00115485,0.50875,0.12254999999999999,0.5438618409736544,0.1776747750259039,5.497168225293202,12,2025-12-01,0,0.0,0,0,69.95,78.45,61.4,79.1,64,Nữ,Quản lý quỹ hưu trí,Cần Thơ
KH00115490,0.6245499999999999,0.15155000000000002,0.42158530320512333,0.23944057912212052,5.497168225293202,12,2025-12-01,0,0.0,0,0,67.25833333333334,81.03333333333333,54.3,80.6,46,Nữ,Quản lý quán bar,Hà Nội
KH00115525,0.3631,0.09655,0.6021651422312758,0.1358688897207116,4.144456603649449,12,2025-12-01,0,0.0,0,0,77.24166666666666,72.84166666666667,72.7,75.1,30,Nữ,Giám đốc công nghệ,Cần Thơ
KH00115530,0.6714,0.18375000000000002,0.44030292117913905,0.25783582020449103,5.213122520484805,12,2025-12-01,0,0.0,0,0,64.86666666666666,82.43333333333334,50.5,85.9,38,Nữ,Chuyên viên quy hoạch và phát triển,Đắk Lắk
KH00115565,0.47525,0.11909999999999998,0.6033423662718377,0.11058477346161585,4.127134385045092,12,2025-12-01,0,0.0,0,0,73.26666666666667,71.59166666666667,56.7,84.4,71,Nữ,Phi công hàng không,Lạng Sơn
KH00115570,0.61565,0.20915,0.358776079217699,0.1561834705982855,4.139158578011894,12,2025-12-01,0,0.0,0,0,68.30833333333334,73.24166666666666,44.4,89.8,30,Nam,Chuyên viên quản lý khách hàng quảng cáo,Đồng Nai
KH00115605,0.4632,0.1543,0.1028041558176341,0.7496809108081891,2.302585092994046,1,2025-10-01,0,0.0,0,0,72.9,53.7,72.9,53.7,84,Nữ,Lập trình viên hệ thống,Cần Thơ
KH00115610,0.72795,0.1893,0.532193959436396,0.18939624003411543,5.211760431738461,12,2025-12-01,0,0.0,0,0,64.06666666666666,79.375,56.7,81.5,41,Nam,Biên tập viên chuyên đề tạp chí,Phú Thọ
KH00115645,0.6562,0.2417,0.0311185507427107,0.8619234218894639,2.3978952727983707,1,2025-05-01,0,0.0,0,0,62.4,48.0,62.4,48.0,50,Nam,Chuyên viên nhân sự,Đồng Tháp
KH00115650,0.9186,0.27525,0.42747342547960676,0.251673080475743,4.816915692349932,12,2025-12-01,1,0.08333333333333333,0,0,52.28333333333333,82.24166666666666,13.1,75.6,45,Nam,Cán bộ giáo dục môi trường,Hà Tĩnh
KH00115685,0.7024,0.17725000000000002,0.5006985868972686,0.21601629862585542,5.720858075446456,12,2025-12-01,0,0.0,0,0,63.10833333333333,81.425,51.9,80.1,47,Nam,Lính cứu hỏa,Đắk Lắk
KH00115690,0.71095,0.17595,0.5062652870303745,0.16818419787575378,5.903543665735512,12,2025-12-01,0,0.0,0,0,62.699999999999996,79.25833333333334,51.5,74.8,30,Nữ,Kiểm soát viên tài chính,An Giang
KH00115725,0.63705,0.21675,0.5333041488783348,0.19246645881350438,5.722222518283326,12,2025-12-01,0,0.0,0,0,64.95,80.19166666666666,56.3,76.0,33,Nam,Chuyên viên quy hoạch đô thị,Ninh Bình
KH00115730,0.719,0.2469,0.42836536667431047,0.2676292330907303,5.901494251378214,12,2025-12-01,0,0.0,0,0,61.55833333333334,82.39999999999999,43.5,80.4,28,Nữ,Kỹ thuật viên xạ trị,Tây Ninh
KH00115765,0.3928,0.0943,0.2612796625649712,0.7387203374350289,2.302585092994046,1,2025-03-01,0,0.0,0,0,77.2,46.3,77.2,46.3,80,Nam,Kiến trúc sư cảnh quan,Hưng Yên
KH00115770,0.7639,0.26935,0.5214987320899948,0.1458961556839101,4.132496328186477,12,2025-12-01,0,0.0,0,0,64.05833333333334,72.05833333333332,49.7,82.2,64,Nam,Người bán sách,Đồng Nai
KH00115805,0.7515499999999999,0.25229999999999997,0.6002979376595756,0.17339633891879425,4.808111029984782,12,2025-12-01,0,0.0,0,0,64.01666666666667,76.75,54.9,74.9,76,Nam,Nhà trị liệu tâm lý trẻ em,Lâm Đồng
KH00115810,0.7617,0.17754999999999999,0.5537456242297509,0.19289967691313425,4.141811099461024,12,2025-12-01,0,0.0,0,0,67.13333333333334,74.14999999999999,63.1,79.2,88,Nam,Điều dưỡng khuyết tật học tập,Bắc Ninh
KH00115845,0.59865,0.1297,0.5431800510919856,0.18571754945744473,4.816241156068032,12,2025-12-01,1,0.08333333333333333,1,0,68.175,78.425,56.7,82.7,79,Nữ,Chuyên viên tư vấn quan hệ công chúng,Nghệ An
KH00115850,0.6326,0.20135,0.44614457941580604,0.2551386969042164,5.217649463480582,12,2025-12-01,0,0.0,0,0,65.99166666666666,82.59166666666667,49.4,80.8,43,Nữ,Nhà dược lý học,Hưng Yên
KH00115885,0.47165,0.15885,0.5293158112770975,0.1707220632471653,4.813538451720147,12,2025-12-01,0,0.0,0,0,69.58333333333333,77.98333333333333,56.8,76.8,44,Nam,Kỹ sư hóa học,Hà Nội
KH00115890,0.61415,0.17535,0.3956167260031014,0.1752316591381053,5.213576138092946,12,2025-12-01,0,0.0,0,0,69.375,78.20833333333333,57.7,79.8,45,Nam,Chuyên viên dựng phim,Hà Nội
KH00115925,0.4344,0.11555,0.46202349143251464,0.23969379685352585,5.898526551448713,12,2025-12-01,0,0.0,0,0,72.50833333333334,82.125,56.8,83.9,30,Nữ,Giảng viên công nghệ thông tin,Ninh Bình
KH00115930,0.51995,0.10385,0.4961087437860561,0.18877923959746346,5.496484931792069,12,2025-12-01,0,0.0,0,0,68.99166666666666,79.50833333333334,55.3,79.4,44,Nữ,Nhà khoa học nghiên cứu khoa học tự nhiên,Hà Nội
KH00115965,0.8406,0.19405,0.5231714769321847,0.15348539896999214,4.815566164479798,12,2025-12-01,0,0.0,0,0,60.275,77.53333333333333,55.1,76.7,63,Nữ,Biên tập viên chuyên đề tạp chí,Lạng Sơn
KH00115970,0.6231500000000001,0.1328,0.5047017267781155,0.2176180669021767,5.722767774567282,12,2025-12-01,0,0.0,0,0,68.15833333333333,80.8,56.6,82.4,40,Nam,Chuyên viên nghiên cứu vận hành,Thành phố Hồ Chí Minh
KH00116005,0.39605,0.0911,0.49568440448565115,0.19758757102862629,4.816915692349932,12,2025-12-01,0,0.0,0,0,74.06666666666666,78.16666666666667,64.6,79.6,65,Nam,Kỹ sư mạng,Thành phố Hồ Chí Minh
KH00116010,0.6494500000000001,0.21115,0.49265840488707935,0.12616587028201964,5.212668697014343,12,2025-12-01,0,0.0,0,0,63.85833333333333,77.45,49.5,75.0,70,Nam,Nhân viên y tế cộng đồng,Thành phố Hồ Chí Minh
KH00116045,0.78365,0.28264999999999996,0.5359574534508484,0.1249982167856454,4.814890716970161,12,2025-12-01,0,0.0,0,0,58.63333333333333,76.46666666666667,44.1,85.2,54,Nữ,Nhà sinh thái học,Hưng Yên
KH00116050,0.7242,0.239,0.46664808999138596,0.1512467974643239,4.814214812922799,12,2025-12-01,1,0.08333333333333333,0,0,60.35,76.43333333333334,49.8,81.0,69,Nữ,Chuyên viên hoạch định quảng cáo,Vĩnh Long
KH00116085,0.7538,0.1644,0.5513526496843983,0.14753513242576094,4.132496328186477,12,2025-12-01,0,0.0,0,0,64.83333333333333,73.48333333333333,47.5,85.9,60,Nam,Chuyên viên dự toán xây dựng,Lâm Đồng
KH00116090,0.815,0.19485,0.495159559601307,0.18725081884989886,4.814214812922799,12,2025-12-01,1,0.08333333333333333,0,0,57.85,78.64166666666667,10.8,78.0,55,Nữ,Nhạc sĩ,Sơn La
KH00116125,0.7613,0.2025,0.2032589281259666,0.8520610275701728,2.0794415416798357,1,2025-09-01,0,0.0,0,0,60.2,45.8,60.2,45.8,57,Nữ,Chuyên viên xúc tiến bán hàng,Lào Cai
KH00116130,0.73465,0.17604999999999998,0.5406065178858366,0.1965119072454305,5.499896739946406,12,2025-12-01,1,0.08333333333333333,0,0,63.40833333333333,79.64166666666667,38.6,76.6,85,Nữ,Nhà thiết kế sản phẩm,Thành phố Hồ Chí Minh
KH00116165,0.50295,0.17715,0.5463208792989291,0.21046248594208844,4.132496328186477,12,2025-12-01,0,0.0,0,0,70.76666666666667,74.76666666666667,47.5,84.4,73,Nam,Kỹ sư kết cấu,Quảng Ninh
KH00116170,0.6741999999999999,0.21855000000000002,0.4848925935478574,0.17594868065063524,5.212214667494625,12,2025-12-01,0,0.0,0,0,64.7,79.20833333333333,51.5,76.6,74,Nam,Nhà trị liệu tâm lý trẻ em,Đà Nẵng
KH00116205,0.72415,0.16199999999999998,0.5021577726903561,0.20348730506037338,4.1298189504157605,12,2025-12-01,0,0.0,0,0,64.5,73.33333333333333,46.4,81.0,61,Nữ,Biên tập viên chuyên đề tạp chí,An Giang
KH00116210,0.6531,0.1378,0.5303868330330783,0.18792964256551245,5.500918016630917,12,2025-12-01,0,0.0,0,0,67.14166666666667,79.81666666666668,55.1,81.9,83,Nam,Chuyên viên khảo sát công trình,Hà Nội
KH00116245,0.5357000000000001,0.13715,0.4444223644782638,0.25496252257644425,4.816915692349932,12,2025-12-01,0,0.0,0,0,69.03333333333333,80.30833333333334,55.1,84.0,26,Nữ,Nhà khảo cổ học,Hà Nội
KH00116250,0.60025,0.1325,0.5644347366935203,0.17091085151103014,5.5002372814106195,12,2025-12-01,0,0.0,0,0,69.71666666666667,78.60833333333333,55.0,81.3,60,Nam,Kỹ sư năng lượng,An Giang
KH00116285,0.539,0.13019999999999998,0.4934948326294003,0.18746721859118043,5.499215308914927,12,2025-12-01,0,0.0,0,0,70.05,79.97500000000001,60.8,80.1,64,Nam,Nhà khoa học thính học,Lâm Đồng
KH00116290,0.8351,0.20075,0.5315677006488138,0.16747221211247434,4.812861632743379,12,2025-12-01,0,0.0,0,0,62.65833333333333,78.01666666666667,57.0,77.0,37,Nữ,Nhà thiết kế web,Sơn La
KH00116325,0.81955,0.26325,0.44012637001069377,0.24994610137299395,5.501258210544727,12,2025-12-01,0,0.0,0,0,60.050000000000004,82.90833333333333,47.8,83.3,49,Nữ,Cán bộ thủy sản,Vĩnh Long
KH00116330,0.80465,0.19315,0.44108289150084157,0.2281597869990037,5.499896739946406,12,2025-12-01,0,0.0,0,0,63.84166666666667,81.45,52.8,82.5,33,Nữ,Chuyên viên tư vấn tâm lý,Vĩnh Long
KH00116365,0.5536,0.12515,0.5743683819467678,0.12549253589182222,5.214029550025447,12,2025-12-01,0,0.0,0,0,68.64999999999999,76.03333333333333,49.6,76.2,62,Nam,Quản lý tổng đài,Gia Lai
KH00116370,0.3954,0.085,0.1924989689721258,0.8075010310278742,2.1972245773362196,1,2025-04-01,0,0.0,0,0,76.5,51.3,76.5,51.3,79,Nam,Giám đốc tiếp thị,Đắk Lắk
KH00116405,0.64025,0.13615,0.5399008249985815,0.13806320123501625,4.128477568591559,12,2025-12-01,0,0.0,0,0,67.28333333333333,71.89166666666667,57.5,77.1,62,Nữ,Chuyên viên thu mua công nghiệp,Hải Phòng
KH00116410,0.7704,0.17135,0.558368285393505,0.18058553985228332,4.812861632743379,12,2025-12-01,0,0.0,0,0,64.55,78.0,57.3,78.2,58,Nam,Sĩ quan hậu cần quân đội,Hà Nội
KH00116445,0.4535,0.09,0.2294195862580784,0.3896595442035931,2.772588722239781,1,2025-03-01,0,0.0,0,0,73.5,44.5,73.5,44.5,21,Nữ,Phi công hàng không,Lâm Đồng
KH00116450,0.7721,0.1898,0.5009070752050585,0.14311479041149272,4.1404857182199555,12,2025-12-01,0,0.0,0,0,62.81666666666666,71.80833333333332,54.6,72.1,59,Nữ,Chuyên viên trị liệu bằng làm vườn,Hải Phòng
KH00116485,0.8405,0.1901,0.2393072852637768,0.0,2.0794415416798357,1,2025-07-01,0,0.0,0,0,56.0,17.6,56.0,17.6,71,Nữ,Vũ công,Thành phố Hồ Chí Minh
KH00116490,0.6961999999999999,0.21815,0.49343017411883217,0.1821117956605341,5.213576138092946,12,2025-12-01,0,0.0,0,0,65.14999999999999,78.5,46.4,76.4,50,Nữ,Nhà thiết kế gốm sứ,Tây Ninh
KH00116525,0.51395,0.1933,0.5303216961466349,0.18642572147336212,5.499896739946406,12,2025-12-01,0,0.0,0,0,67.05,80.09166666666667,52.6,77.4,75,Nữ,Kỹ sư đóng tàu,Hà Nội
KH00116530,0.47545000000000004,0.09865,0.3816187181184213,0.1908933834890988,5.214482756468736,12,2025-12-01,0,0.0,0,0,74.55,78.875,63.4,80.1,40,Nam,Kỹ sư nông nghiệp,Lâm Đồng
KH00116565,0.60155,0.175,0.5865721523718834,0.1648693158368023,4.81150661898592,12,2025-12-01,0,0.0,0,0,65.7,76.43333333333334,56.9,73.7,58,Nam,Quản lý dịch vụ y tế,Phú Thọ
KH00116570,0.5922499999999999,0.132,0.4821116836368252,0.19493669945110234,5.217649463480582,12,2025-12-01,0,0.0,0,0,66.84166666666667,81.425,63.2,79.8,44,Nam,Nhà tâm lý học thể thao,Cần Thơ
KH00116605,0.4814,0.1264,0.198704341133786,0.1947547804906927,2.3978952727983707,1,2025-07-01,0,0.0,0,0,72.3,29.1,72.3,29.1,63,Nam,Nhà tâm lý học pháp y,Phú Thọ
KH00116610,0.69045,0.21125,0.4885793953263249,0.19900906343297103,5.722222518283326,12,2025-12-01,0,0.0,0,0,62.5,80.93333333333334,48.6,77.5,45,Nam,Nhà thiết kế triển lãm,Đắk Lắk
KH00116645,0.7926,0.1864,0.0957137070231404,0.732296571978328,2.302585092994046,1,2025-06-01,0,0.0,0,0,57.9,47.8,57.9,47.8,71,Nam,Điều dưỡng nhi khoa,Khánh Hòa
KH00116650,0.57755,0.1904,0.4369713815221013,0.28963326064051675,4.814214812922799,12,2025-12-01,0,0.0,0,0,67.95,82.72500000000001,55.5,82.1,42,Nữ,Nhà giao dịch tài chính,Thanh Hóa
KH00116685,0.57255,0.17504999999999998,0.5627612308141223,0.15664068096959624,4.1364990019761345,12,2025-12-01,0,0.0,0,0,66.65833333333333,74.22500000000001,57.1,75.4,29,Nam,Nhà trị liệu tâm lý trẻ em,Thành phố Hồ Chí Minh
KH00116690,0.72885,0.1411,0.37062091574898604,0.17997659345149286,4.814890716970161,12,2025-12-01,0,0.0,0,0,67.29166666666667,77.50833333333334,53.0,86.3,42,Nam,Chuyên viên phục chế bảo tàng,Thành phố Hồ Chí Minh
KH00116725,0.668,0.1924,0.0870500217879719,0.6750705986881943,2.3978952727983707,1,2025-04-01,0,0.0,0,0,63.3,48.1,63.3,48.1,19,Nam,Chuyên viên cắt tỉa cây,Khánh Hòa
KH00116730,0.5443,0.13555,0.49918620717158524,0.22402858867057657,5.211305989558407,12,2025-12-01,0,0.0,0,0,68.25833333333334,82.48333333333333,53.7,79.7,48,Nam,Nhà khoa học y sinh,Thành phố Hồ Chí Minh
KH00116765,0.85885,0.28025,0.4087588279451519,0.27372759656373924,4.143134726391533,12,2025-12-01,0,0.0,0,0,60.675000000000004,78.05833333333334,48.3,86.1,27,Nữ,Nhân viên phát triển cộng đồng,An Giang
KH00116770,0.6355,0.1476,0.532351470291239,0.12558759200818745,4.143134726391533,12,2025-12-01,0,0.0,0,0,66.64999999999999,71.24166666666666,47.5,72.1,34,Nữ,Chuyên viên công nghệ màu sắc,Nghệ An
KH00116805,0.728,0.2337,0.3073732012493054,0.6926267987506946,2.4849066497880004,1,2025-03-01,0,0.0,0,0,59.1,53.4,59.1,53.4,82,Nam,Nhà thiết kế sản phẩm công nghiệp,Quảng Ngãi
KH00116810,0.50685,0.1011,0.47789730521079143,0.15718638411778318,5.498533413218542,12,2025-12-01,0,0.0,0,0,69.45,78.125,49.3,77.6,45,Nam,Kỹ sư khoan,Hà Nội
KH00116845,0.6825,0.2225,0.5302990348106218,0.2188546398878502,5.214935757608986,12,2025-12-01,0,0.0,0,0,63.449999999999996,80.74166666666666,54.3,80.1,58,Nam,Chuyên viên dự toán xây dựng,Đồng Nai
KH00116850,0.8067500000000001,0.20024999999999998,0.5817209633511369,0.21652973834589553,4.133832333729219,12,2025-12-01,0,0.0,0,0,62.59166666666667,77.30833333333334,54.6,74.8,31,Nam,Chuyên viên trị liệu nghệ thuật,Quảng Ngãi
KH00116885,0.72075,0.23185,0.5570020570036223,0.21565697227372016,4.813538451720147,12,2025-12-01,0,0.0,0,0,63.166666666666664,78.5,50.6,83.2,59,Nữ,Chuyên viên công nghệ kiến trúc,Nghệ An
KH00116890,0.47115,0.18625000000000003,0.5284878109746052,0.18308904645385682,5.498192290922892,12,2025-12-01,0,0.0,0,0,71.35833333333333,80.325,59.0,78.1,66,Nữ,Luật sư sáng chế,Tuyên Quang
KH00116925,0.5257000000000001,0.10685,0.5010107691973824,0.1799979040381271,5.212214667494625,12,2025-12-01,0,0.0,0,0,73.06666666666668,78.75833333333334,65.2,79.3,54,Nam,Nhà giao dịch cổ phiếu,Vĩnh Long
KH00116930,0.4457,0.16599999999999998,0.49699362545052683,0.2366396113438472,5.721404076006021,12,2025-12-01,0,0.0,0,0,66.73333333333333,81.96666666666667,45.4,83.7,35,Nam,Nhà khoa học địa chất,Thanh Hóa
KH00116965,0.4748,0.1268,0.5260472335037718,0.21732445050593097,5.2158411447237985,12,2025-12-01,0,0.0,0,0,70.18333333333334,80.40833333333333,49.0,75.0,75,Nam,Chuyên viên phân tích hệ thống,Thành phố Hồ Chí Minh
KH00116970,0.8351999999999999,0.20984999999999998,0.3741869542446689,0.18076617903976006,4.814214812922799,12,2025-12-01,0,0.0,0,0,62.65,78.91666666666667,53.0,79.3,30,Nam,Chuyên viên gây quỹ từ thiện,Thái Nguyên
KH00117005,0.50755,0.1207,0.5508518422129551,0.15700708580955924,5.213576138092946,12,2025-12-01,0,0.0,0,0,71.84166666666667,76.84166666666667,55.2,77.3,79,Nam,Kỹ sư dầu khí,Cà Mau
KH00117010,0.5486,0.11865,0.534967927371877,0.2537551467483788,4.135166556742356,12,2025-12-01,0,0.0,0,0,70.11666666666666,76.96666666666667,62.2,75.2,67,Nữ,Nhà khoa học thổ nhưỡng,Quảng Ninh
KH00117045,0.76715,0.1528,0.466038851372814,0.2627533192980853,5.216293531069446,12,2025-12-01,0,0.0,0,0,64.22500000000001,82.70833333333333,56.2,81.4,34,Nữ,Cán bộ trại giam,Bắc Ninh
KH00117050,0.71295,0.20435,0.4408174734463991,0.1945280966131091,4.133832333729219,12,2025-12-01,0,0.0,0,0,66.06666666666666,75.25833333333334,53.2,77.0,27,Nam,Nhà kinh tế học,Cần Thơ
KH00117085,0.5555,0.18735000000000002,0.4777447331967689,0.2491854124426945,5.7192182827860405,12,2025-12-01,0,0.0,0,0,68.04166666666667,83.24166666666666,52.8,82.4,36,Nữ,Chuyên viên viết nội dung quảng cáo,Đồng Tháp
KH00117090,0.54035,0.19785,0.4519919879259213,0.16143946943846477,4.814214812922799,12,2025-12-01,0,0.0,0,0,70.25,75.85833333333333,57.3,79.2,29,Nam,Quản lý trường quay,Bắc Ninh
KH00117125,0.5367999999999999,0.18705,0.5665661154636608,0.18120849647303566,4.1404857182199555,12,2025-12-01,0,0.0,0,0,71.63333333333334,72.63333333333334,61.9,73.7,55,Nam,Giảng viên đại học,Huế
KH00117130,0.66365,0.17435,0.5157652525121215,0.23615040852382152,4.1404857182199555,12,2025-12-01,0,0.0,0,0,66.2,75.28333333333333,49.4,71.2,49,Nữ,Chuyên viên kinh doanh công nghệ thông tin,Thành phố Hồ Chí Minh
KH00117165,0.8888,0.30845,0.5007314420925605,0.17773429374163524,5.901266279189834,12,2025-12-01,1,0.08333333333333333,0,0,54.6,79.51666666666667,34.0,77.8,25,Nữ,Cán bộ triển lãm bảo tàng,Vĩnh Long
KH00117170,0.80985,0.2549,0.42662183577149676,0.18540827694056616,5.498533413218542,12,2025-12-01,0,0.0,0,0,62.46666666666667,79.54166666666667,47.0,83.6,44,Nam,Nhân viên giao nhận vận tải,Thanh Hóa
